Node ID: 121347, Name: World War II
Node ID: 1414217, Name: Russell J. York
Node ID: 1134187, Name: Ernst-Eberhard Hell
Node ID: 1134137, Name: Erick-Oskar Hansen
Node ID: 1414221, Name: Frank W. Milburn
Node ID: 1134256, Name: Karl Arndt
Node ID: 1134347, Name: Herbert von Bckmann
Node ID: 1159264, Name: Gau Bayreuth
Node ID: 1390275, Name: 27 Infantry Division Sila
Node ID: 904109, Name: Valerian Freyberg, 3rd Baron Freyberg
Node ID: 1160110, Name: Anton von Hohberg und Buchwald
Node ID: 1655073, Name: Ktar Nakamura
Node ID: 1133726, Name: Ludwig Barth
Node ID: 121374, Name: Winfield S. Cunningham
Node ID: 1151018, Name: The Wannsee Conference (film)
Node ID: 1134130, Name: Otto-Joachim Ldecke
Node ID: 1160232, Name: Fritz Suhren
Node ID: 1159633, Name: Walter Frank
Node ID: 1133098, Name: Heinz Meyer
Node ID: 1159053, Name: Felsennest
Node ID: 673340, Name: Besatzung Dora
Node ID: 1285469, Name: Zhang Yanqing
Node ID: 1134149, Name: Siegfried Macholz
Node ID: 1134698, Name: Fritz Klingenberg
Node ID: 1134328, Name: Walter Schilling
Node ID: 1134544, Name: 332nd Static Infantry Division (Germany)
Node ID: 1759823, Name: Beryl Irving
Node ID: 125317, Name: Henry W. Hahn
Node ID: 1618091, Name: Frederick Thornton Peters
Node ID: 1133359, Name: Wilhelm Batz
Node ID: 1160747, Name: Parczew partisans
Node ID: 1159947, Name: Franz Schdle
Node ID: 1159678, Name: Peter Hgl
Node ID: 1159389, Name: Hermann Maas
Node ID: 1133761, Name: Battle of Gembloux (1940)
Node ID: 120100, Name: Japanese cruiser Kiso
Node ID: 120612, Name: USS Samuel Chase (APA-26)
Node ID: 1396595, Name: Battle of Loudoun Heights
Node ID: 1134463, Name: Friedrich-Wilhelm von Rothkirch und Panthen
Node ID: 1160320, Name: Josef Blsche
Node ID: 1780435, Name: Henry Montgomery (bishop)
Node ID: 1132913, Name: Battlefield (TV series)
Node ID: 1654970, Name: Teiichi Suzuki
Node ID: 1159397, Name: Max Liedtke
Node ID: 1138267, Name: Cato Bontjes van Beek
Node ID: 1134147, Name: Georg Haus
Node ID: 1770837, Name: Efland, North Carolina
Node ID: 1159591, Name: Claus Schilling
Node ID: 1134342, Name: Job Odebrecht
Node ID: 107928, Name: Franz Hildebrandt
Node ID: 771867, Name: Telesio Interlandi
Node ID: 1134480, Name: 97th Jger Division
Node ID: 719384, Name: Arndt von Bohlen und Halbach
Node ID: 502356, Name: Pravda class submarine
Node ID: 1771040, Name: 1st Grenadiers Division (Poland)
Node ID: 1134263, Name: Martin Gareis
Node ID: 1395153, Name: Oflag IV-D
Node ID: 1160469, Name: Clemens Klotz
Node ID: 468270, Name: Heller SA
Node ID: 1160514, Name: Latvian Auxiliary Police
Node ID: 1111604, Name: John Lerew
Node ID: 1160195, Name: Josef Fitzthum
Node ID: 1134645, Name: Balthasar Woll
Node ID: 1389966, Name: Tom Derrick
Node ID: 1138341, Name: Hermann Maa
Node ID: 1134742, Name: Erich Olboeter
Node ID: 1134720, Name: Gerhard Bremer
Node ID: 1134086, Name: Walter Wessel
Node ID: 1134353, Name: Werner Schmidt-Hammer
Node ID: 1160954, Name: List of Nazis
Node ID: 418827, Name: Golden Dawn (Greece)
Node ID: 1134710, Name: Fritz Darges
Node ID: 1137715, Name: Konstantin Rakutin
Node ID: 1389927, Name: Kapa Kapa Trail
Node ID: 1160718, Name: Karl-Heinz Priester
Node ID: 1160485, Name: Operation Cottbus
Node ID: 1133627, Name: Walter Hagen (aviator)
Node ID: 675155, Name: The Invisible Front
Node ID: 119970, Name: Kaoru Arima
Node ID: 319948, Name: Eberhard Koebel
Node ID: 1138447, Name: Traute Lafrenz
Node ID: 1160231, Name: Egon Zill
Node ID: 1134382, Name: Carl Rodenburg
Node ID: 1133233, Name: Dietrich Peltz
Node ID: 1771213, Name: Panzer Elite Action: Fields of Glory
Node ID: 980296, Name: Arthur Pan
Node ID: 890366, Name: Ben Bruce Blakeney
Node ID: 1128624, Name: Otto Ammon
Node ID: 1603667, Name: Easter Pact
Node ID: 923286, Name: Jay Leland Benedict
Node ID: 1134396, Name: Friedrich Kirchner
Node ID: 1621418, Name: Otto Hitler
Node ID: 1621417, Name: Gustav Hitler
Node ID: 1134371, Name: Wolfgang Lange (general)
Node ID: 1133799, Name: Eberhard Kinzel
Node ID: 192182, Name: Eric von Rosen
Node ID: 1160539, Name: Gerda Steinhoff
Node ID: 1138858, Name: Werner Dankwort
Node ID: 1134429, Name: Adelbert Schulz
Node ID: 178574, Name: Hans Kroll
Node ID: 1134267, Name: Hans-Georg Leyser
Node ID: 1389998, Name: Alec Hill
Node ID: 1777311, Name: Dietrich Bonhoffer
Node ID: 1138345, Name: Alfred Kranzfelder
Node ID: 1138298, Name: Hans-Ulrich von Oertzen
Node ID: 1160116, Name: Werner Grothmann
Node ID: 1134124, Name: Otto Kohlermann
Node ID: 117872, Name: USS Suwannee (CVE-27)
Node ID: 1133939, Name: Joachim Domaschk
Node ID: 1080645, Name: John Tuson Bennett
Node ID: 1471939, Name: David Tennant Cowan
Node ID: 1389984, Name: Richard Kelliher
Node ID: 1134434, Name: Waldemar von Gazen
Node ID: 1160254, Name: August Frank
Node ID: 1160255, Name: DEST
Node ID: 1134282, Name: Otto Drescher
Node ID: 1109843, Name: Gleink Abbey
Node ID: 1133733, Name: Karl Rbel
Node ID: 1394105, Name: Eric Hayes
Node ID: 1160011, Name: Berlin Document Center
Node ID: 1160413, Name: Adolf von Bomhard
Node ID: 121852, Name: Task Force 57
Node ID: 212219, Name: Felix L. Sparks
Node ID: 1137975, Name: Stepan Krasovsky
Node ID: 1133210, Name: Hans-Karl Stepp
Node ID: 1134213, Name: Paul Reichelt
Node ID: 1134721, Name: Bernhard Krause
Node ID: 1134559, Name: 207th Infantry Division (Germany)
Node ID: 1159091, Name: Karl Litzmann
Node ID: 1472472, Name: Charles Turner (cricketer, born 1862)
Node ID: 832694, Name: Walter Maria Kersting
Node ID: 1132889, Name: 334th Infantry Division (Germany)
Node ID: 116557, Name: Bernard Saint-Hillier
Node ID: 1051068, Name: Alexandre Ryder
Node ID: 1133934, Name: Walter Lange
Node ID: 1390610, Name: Italian-occupied Corsica
Node ID: 1138276, Name: Liane Berkowitz
Node ID: 435643, Name: Norman Ebbutt
Node ID: 1133644, Name: Walter von Wietersheim
Node ID: 120335, Name: Yasuyo Yamasaki
Node ID: 876311, Name: Morton C. Mumma
Node ID: 1133140, Name: Walter Sigel
Node ID: 1133983, Name: Erwin Sander
Node ID: 1392539, Name: Run for Tunis
Node ID: 1134393, Name: Hanns-Horst von Necker
Node ID: 1133736, Name: Wilhelm Meendsen-Bohlken
Node ID: 1134180, Name: Joachim von Tresckow
Node ID: 123124, Name: Lloyd G. McCarter
Node ID: 1160742, Name: Benjamin Meed
Node ID: 1160948, Name: Gustav Riek
Node ID: 1160272, Name: Franz Reichleitner
Node ID: 1133133, Name: Ernst Gadermann
Node ID: 1293466, Name: Abdulla Ali
Node ID: 132942, Name: Bourrasque class destroyer
Node ID: 1133646, Name: Alfred Sturm
Node ID: 1134610, Name: Abdurahman Fatalibeyli
Node ID: 1395178, Name: Oflag II-C
Node ID: 1160868, Name: Czesawa Kwoka
Node ID: 120332, Name: Battle of the Green Islands
Node ID: 1209851, Name: Jochen Klepper
Node ID: 1134528, Name: 126th Infantry Division (Germany)
Node ID: 1771222, Name: Type 4 15 cm howitzer
Node ID: 685222, Name: Iduna (literature society)
Node ID: 1134338, Name: Walter Jost
Node ID: 1159934, Name: Karl-Heinz Brger
Node ID: 1134461, Name: Paul Gurran
Node ID: 1134104, Name: Siegfried Ha
Node ID: 1133100, Name: Franz Reu
Node ID: 41983, Name: Curt Herzstark
Node ID: 1134803, Name: Second Battle of Trgu Frumos
Node ID: 1254965, Name: TERA rifle
Node ID: 1771879, Name: 15 cm sFH 13
Node ID: 1159813, Name: Dietrich Klagges
Node ID: 1134170, Name: Rudolf Freiherr von Waldenfels
Node ID: 1134380, Name: Alexander von Hartmann
Node ID: 1160267, Name: Kurt Bolender
Node ID: 1160755, Name: Erwin Ding-Schuler
Node ID: 1160121, Name: Waldemar Hoven
Node ID: 1134210, Name: Erich Diestel
Node ID: 1714026, Name: Customs war
Node ID: 781578, Name: Arnold Meijer
Node ID: 1134301, Name: Friedrich Hochbaum
Node ID: 1412740, Name: Dariusz Baliszewski
Node ID: 1134540, Name: 99th Light Infantry Division (Germany)
Node ID: 1133971, Name: Ernst von Leyser
Node ID: 1134146, Name: Paul Betz
Node ID: 1138434, Name: Karl-Heinz Schnibbe
Node ID: 1665749, Name: Bombardment of Curaao
Node ID: 1134653, Name: Rudolf Roy
Node ID: 1160054, Name: Guido von Mengden
Node ID: 1133963, Name: Erich Schopper
Node ID: 1654872, Name: Koreshige Inuzuka
Node ID: 120124, Name: Japanese cruiser Kitakami
Node ID: 121305, Name: Pug Southerland
Node ID: 120092, Name: Masatomi Kimura
Node ID: 116582, Name: Ren Prioux
Node ID: 1134316, Name: Siegmund Freiherr von Schleinitz
Node ID: 1390511, Name: 21 Infantry Division Granatieri di Sardegna
Node ID: 964024, Name: Haber (film)
Node ID: 1133670, Name: Eugen Beyer
Node ID: 1564192, Name: ge Lundstrm
Node ID: 1160480, Name: Karl Leib
Node ID: 1160589, Name: Juana Bormann
Node ID: 656103, Name: Ingrid Rimland
Node ID: 1669907, Name: Anlage Sd
Node ID: 1140841, Name: Italian Order of Battle Second Italo-Abyssinian War
Node ID: 1160487, Name: Hadamar Euthanasia Centre
Node ID: 1080648, Name: Richard Landwehr
Node ID: 1138409, Name: Marion Yorck von Wartenburg
Node ID: 1160149, Name: Josef Albert Meisinger
Node ID: 595700, Name: Alice Ricciardi-von Platen
Node ID: 1137965, Name: Georgi Zakharov
Node ID: 1134746, Name: Hinrich Schuldt
Node ID: 883590, Name: Skorzeny
Node ID: 117926, Name: USS Birmingham (CL-62)
Node ID: 1703736, Name: Manfred von Knobelsdorff
Node ID: 1134652, Name: Fritz Eckstein
Node ID: 1160530, Name: Walther Wst
Node ID: 1134309, Name: Werner von Bercken
Node ID: 1133690, Name: Alfred Bruer
Node ID: 1783626, Name: Princess Marie Adelheid of Lippe-Biesterfeld
Node ID: 119829, Name: USS Nitro (AE-2)
Node ID: 1133705, Name: Hellmuth Mder
Node ID: 176160, Name: Kehlstein
Node ID: 1133000, Name: Karl-Lothar Schulz
Node ID: 1159246, Name: Soap made from human corpses
Node ID: 1134026, Name: Johannes Fink
Node ID: 1134351, Name: Karl Gbel
Node ID: 1160362, Name: Hermann Bartels
Node ID: 1149852, Name: Martin Luther (disambiguation)
Node ID: 1134197, Name: Oskar Eckholt
Node ID: 1134194, Name: Gerhard Berthold
Node ID: 1394420, Name: Charles Walter Allfrey
Node ID: 1134004, Name: Martin Wandel
Node ID: 1134148, Name: Hermann Meyer-Rabingen
Node ID: 117878, Name: USS Johnston (DD-557)
Node ID: 1134762, Name: Hellmuth Becker
Node ID: 372691, Name: James Lonsdale-Bryans
Node ID: 1771898, Name: 122 mm howitzer M1938 (M-30)
Node ID: 1134405, Name: Gustav Anton von Wietersheim
Node ID: 1725194, Name: Johnny Johnson (British Army officer)
Node ID: 1137573, Name: TMA-4 mine
Node ID: 1133715, Name: Herbert Wagner (general)
Node ID: 1160549, Name: Gerhard Palitzsch
Node ID: 1160410, Name: Alois Hundhammer
Node ID: 70215, Name: Richard Newcomb
Node ID: 192181, Name: Mary von Rosen
Node ID: 1134068, Name: Wilhelm Philipps
Node ID: 1134025, Name: Wolfgang Erdmann
Node ID: 1133621, Name: Rudolf Witzig
Node ID: 1134013, Name: Friedrich-August Schack
Node ID: 1395080, Name: Second Battle of the Odon
Node ID: 1160119, Name: Adam Grnewald
Node ID: 796187, Name: 2 Cavalry Division Emanuele Filiberto Testa di Ferro
Node ID: 1160488, Name: Grafeneck Euthanasia Centre
Node ID: 1137572, Name: TMA-3 mine
Node ID: 1134743, Name: Hans Waldmller
Node ID: 125276, Name: Dagmar Lahlum
Node ID: 117433, Name: USS O'Flaherty (DE-340)
Node ID: 1160556, Name: Perry Broad
Node ID: 1133214, Name: Siegfried Fischer
Node ID: 1414245, Name: Charles H. Gerhardt
Node ID: 1134246, Name: Harald Freiherr von Elverfeldt
Node ID: 1134074, Name: Johann Pflugbeil
Node ID: 780699, Name: Westland (Nazi propaganda)
Node ID: 1112259, Name: Nuremberg and Vietnam: An American Tragedy
Node ID: 1390820, Name: Charles Foulkes (Canadian Army general)
Node ID: 771856, Name: Arturo Michelini
Node ID: 1389926, Name: Landing at Jacquinot Bay
Node ID: 1389928, Name: Battle of Wide Bay
Node ID: 1132915, Name: 65th Infantry Division (Germany)
Node ID: 1160194, Name: Otto Bradfisch
Node ID: 472942, Name: Walter K. Andersen
Node ID: 502662, Name: HMS H43
Node ID: 1282644, Name: Krlowy Most
Node ID: 1134606, Name: Operation Queen
Node ID: 685223, Name: Literarische Donaugesellschaft
Node ID: 1395143, Name: Stalag Luft 7
Node ID: 784235, Name: Lazul River (Teregova)
Node ID: 1687624, Name: Teregovia River
Node ID: 1132881, Name: 28th Infantry Division (Germany)
Node ID: 1134097, Name: Kuno-Hans von Both
Node ID: 1159286, Name: Emil Ketterer
Node ID: 1134175, Name: Walther Hahm
Node ID: 1390899, Name: Battle of the Rhineland
Node ID: 1159344, Name: Ukrainian collaborationism with the Axis powers
Node ID: 1132981, Name: 389th Infantry Division (Germany)
Node ID: 132933, Name: French destroyer Lopard
Node ID: 158299, Name: HMS Queen Emma
Node ID: 1134105, Name: Eberhard von Kurowski
Node ID: 1133994, Name: Albert Brux
Node ID: 1159940, Name: Arthur Ehrhardt
Node ID: 158315, Name: Operation Abercrombie
Node ID: 1133683, Name: Franz Scheidies
Node ID: 836276, Name: Ren Binet (neo-Fascist)
Node ID: 1707496, Name: Peter Stanley
Node ID: 1134366, Name: Kurt Brennecke
Node ID: 772314, Name: Four continents
Node ID: 1108979, Name: Peter Gumpel
Node ID: 1134768, Name: Karl Ullrich
Node ID: 1134857, Name: Battle of Vevi (1941)
Node ID: 1392528, Name: Operation Herring
Node ID: 1132966, Name: Erich Gstl
Node ID: 337823, Name: 19th Grenadier Division (Germany)
Node ID: 704333, Name: Gladys Skillett
Node ID: 704244, Name: Fort Hommet 10.5 cm Coastal Defence Gun Casement Bunker
Node ID: 1134088, Name: Curt Siewert
Node ID: 1134239, Name: Otto Heidkmper
Node ID: 1133755, Name: Hans Kroh
Node ID: 1159466, Name: Richard Euringer
Node ID: 1111656, Name: Erich Bachem
Node ID: 781577, Name: Jan Baars
Node ID: 1133929, Name: Werner Ranck
Node ID: 1159638, Name: Max Winkler
Node ID: 1133652, Name: Johann Schwerdfeger
Node ID: 1160481, Name: SS-Begleitkommando des Fhrers
Node ID: 1487545, Name: Canada at War
Node ID: 1254439, Name: FNAB-43
Node ID: 1134305, Name: Heinz Greiner
Node ID: 148058, Name: Miguel Ezquerra
Node ID: 1655075, Name: Jo Iimura
Node ID: 1654824, Name: Gengo Hyakutake
Node ID: 1134527, Name: 125th Infantry Division (Germany)
Node ID: 1134446, Name: Max Sperling
Node ID: 1133002, Name: Klaus von Bismarck
Node ID: 1134621, Name: Eckhard Christian
Node ID: 1513825, Name: Polish Army in France (19391940)
Node ID: 1395184, Name: Witold Dzierykraj-Morawski
Node ID: 70522, Name: Confraternity of Saint James
Node ID: 1138071, Name: Robert Stamm
Node ID: 1132933, Name: Oskar von Niedermayer
Node ID: 1134168, Name: Bruno Schatz
Node ID: 1413557, Name: Edwin D. Patrick
Node ID: 1134533, Name: 1st Cavalry Division (Germany)
Node ID: 1134714, Name: Ludwig Hoffmann
Node ID: 1133959, Name: Karl Herzog
Node ID: 1133930, Name: Otto Lancelle
Node ID: 1134383, Name: Johannes Schulz
Node ID: 1138295, Name: Hans Georg Klamroth
Node ID: 1138363, Name: Friedrich Klausing
Node ID: 1138364, Name: Eberhard Finckh
Node ID: 1138373, Name: Egbert Hayessen
Node ID: 1137558, Name: Panzer stab 43
Node ID: 1160599, Name: William Herskovic
Node ID: 1134234, Name: Hans Schlemmer
Node ID: 1134286, Name: Harry Hoppe
Node ID: 1160571, Name: Franz Lucas
Node ID: 1159415, Name: 19381939 German expedition to Tibet
Node ID: 1390810, Name: Robert Moncel
Node ID: 1134552, Name: 82nd Infantry Division (Germany)
Node ID: 1138412, Name: Johanna Kirchner
Node ID: 1138385, Name: Albert Hensel
Node ID: 1133901, Name: Rudolf Meister
Node ID: 1771897, Name: 85 mm air defense gun M1939 (52-K)
Node ID: 120491, Name: Shigeyoshi Miwa
Node ID: 1133846, Name: Henning Schnfeld
Node ID: 1159946, Name: Fritz Tornow
Node ID: 1159910, Name: Armin D. Lehmann
Node ID: 545015, Name: Ignaz Trebitsch-Lincoln
Node ID: 1160369, Name: Eugen Dollmann
Node ID: 1134545, Name: 205th Infantry Division (Germany)
Node ID: 1159414, Name: Ren Lagrou
Node ID: 423332, Name: Military designation of days and hours
Node ID: 1160294, Name: Maximilian Grabner
Node ID: 1255400, Name: Operation Long Jump
Node ID: 1134750, Name: Fritz Knoechlein
Node ID: 1159759, Name: List of Nazis (FK)
Node ID: 1159826, Name: List of Nazis (SZ)
Node ID: 1159758, Name: List of Nazis (AE)
Node ID: 1159833, Name: List of Nazis (LR)
Node ID: 1134815, Name: Mogilev Offensive
Node ID: 1134537, Name: 206th Infantry Division (Germany)
Node ID: 1627740, Name: Alliance Colony
Node ID: 131302, Name: Beograd class destroyer
Node ID: 152887, Name: Saburo Aizawa
Node ID: 131384, Name: Eritrea (ship)
Node ID: 1133645, Name: Erich Petersen
Node ID: 1133698, Name: Ferdinand Maria von Senger und Etterlin
Node ID: 120444, Name: Fleet Landing Exercises
Node ID: 121113, Name: Barry K. Atkins
Node ID: 182949, Name: Manfred Jung
Node ID: 1134231, Name: Ludwig Mller (general)
Node ID: 1446713, Name: Ludwig Kasper
Node ID: 121436, Name: Emile Dechaineux
Node ID: 342020, Name: Brooke Dolan II
Node ID: 1134340, Name: Albrecht Schubert
Node ID: 1414255, Name: Battle of Graignes
Node ID: 1133937, Name: Anton Mller
Node ID: 130470, Name: Greek destroyer Miaoulis (L91)
Node ID: 1134024, Name: Ernst Rupp
Node ID: 355332, Name: Harry Marshall Groom
Node ID: 883205, Name: Michael Groom (footballer)
Node ID: 355333, Name: Lorne B. Groom
Node ID: 1325072, Name: Aaron Groom
Node ID: 1134131, Name: Adolf Raegener
Node ID: 117847, Name: USS Hoel (DD-533)
Node ID: 1160592, Name: Therese Brandl
Node ID: 1145702, Name: Charles Gage Stuart
Node ID: 1159454, Name: Hans Clemens
Node ID: 1413819, Name: Charles Wolcott Ryder, Jr.
Node ID: 1383146, Name: Louis Weichardt
Node ID: 1138261, Name: August Froehlich
Node ID: 1138338, Name: Ludwig Schwamb
Node ID: 149141, Name: Opposition to World War II
Node ID: 1394824, Name: John Aldam Aizlewood
Node ID: 1783406, Name: Ebba Bernadotte
Node ID: 1160138, Name: Franz Konrad (SS officer)
Node ID: 1160598, Name: Luise Danz
Node ID: 432497, Name: Paul Ascher
Node ID: 502901, Name: HMS United (P44)
Node ID: 1414099, Name: David E. Pergrin
Node ID: 1134215, Name: Gotthard Fischer
Node ID: 103595, Name: 148th Reserve Division (Germany)
Node ID: 1244500, Name: Aline Sokar
Node ID: 131333, Name: CA class midget submarine
Node ID: 1134304, Name: Helmuth Schlmer
Node ID: 924489, Name: Henry T. Elrod
Node ID: 482653, Name: Otto Griessing
Node ID: 1134822, Name: ZhitomirBerdichev Offensive
Node ID: 1160330, Name: Martin Sommer
Node ID: 1159052, Name: Hitler's British Girl
Node ID: 1133103, Name: Johannes Blter
Node ID: 1134391, Name: Karl Koetz
Node ID: 121177, Name: Battle of Port Cros
Node ID: 1132896, Name: 281st Infantry Division (Germany)
Node ID: 1134255, Name: Otto Barth
Node ID: 1134293, Name: Werner Forst
Node ID: 1287654, Name: North Africa 1942-43
Node ID: 120125, Name: Agano class cruiser
Node ID: 1394279, Name: Horatio Pettus Mackintosh Berney-Ficklin
Node ID: 1135264, Name: CANT Z.511
Node ID: 1134108, Name: Kurt Herzog
Node ID: 1390090, Name: Leon Goldsworthy
Node ID: 1134216, Name: Richard John (general)
Node ID: 674978, Name: Der Westwall
Node ID: 1134062, Name: Willi Moser
Node ID: 418527, Name: Gerhard Ludwig
Node ID: 130486, Name: Italian submarine Scir (1938)
Node ID: 121853, Name: Task Force 37
Node ID: 1160578, Name: Hermann Baranowski
Node ID: 1133773, Name: Adolf Hamann
Node ID: 826321, Name: Ernst Lissauer
Node ID: 1135266, Name: Caproni Ca.165
Node ID: 120386, Name: James C. Owens, Jr.
Node ID: 1159647, Name: Helmut Poppendick
Node ID: 1133902, Name: Paul Deichmann
Node ID: 1132882, Name: 155th Reserve Panzer Division (Germany)
Node ID: 1134225, Name: Walter Lichel
Node ID: 1137868, Name: Alexander Marinesko
Node ID: 1133962, Name: Walter Herold
Node ID: 158347, Name: HMS Prince Albert
Node ID: 1028314, Name: Judith Cabaud
Node ID: 1414197, Name: Don Pratt
Node ID: 1133824, Name: Hellmuth Pfeifer
Node ID: 1134518, Name: Operation Scherhorn
Node ID: 1159738, Name: Hans Helwig
Node ID: 1160596, Name: Hildegard Lchert
Node ID: 119451, Name: USS Fanning (DD-37)
Node ID: 1160296, Name: Wilhelm Boger
Node ID: 924562, Name: Richard E. Bush
Node ID: 1134327, Name: Werner von Erdmannsdorff
Node ID: 1134447, Name: Friedrich-Carl Cranz
Node ID: 1134085, Name: Erpo Freiherr von Bodenhausen
Node ID: 1133980, Name: Heino von Rantzau
Node ID: 1771074, Name: 7.5 cm leichtes Infanteriegeschtz 18
Node ID: 1133633, Name: Helmut Bruck
Node ID: 1757969, Name: Joe Fab
Node ID: 120293, Name: Ulvert M. Moore
Node ID: 1392471, Name: Ralph Dominic Gamble
Node ID: 1134072, Name: Theodor Endres
Node ID: 1133884, Name: Karl Koske
Node ID: 158298, Name: HMS Princess Beatrix
Node ID: 1134654, Name: Bernhard Siebken
Node ID: 1134741, Name: Karl-Heinz Prinz
Node ID: 1231020, Name: Walter Hauck
Node ID: 1133742, Name: Arnold Jrgensen
Node ID: 1134722, Name: Ludwig Spindler
Node ID: 1138973, Name: Henryk Ross
Node ID: 891864, Name: Ruth Minsky Sender
Node ID: 1771233, Name: Lancia 3 RO
Node ID: 970884, Name: Juliane Wetzel
Node ID: 1160947, Name: Josef Schwammberger
Node ID: 1771223, Name: Type 38 15 cm howitzer
Node ID: 1138408, Name: Nikolaus Gross
Node ID: 1132970, Name: Rudolf Weiss
Node ID: 1791470, Name: Wolfsschlucht I
Node ID: 1210089, Name: Wolfgang Schreyer
Node ID: 1717424, Name: Chris Gelbmann
Node ID: 1133851, Name: Friedrich Foertsch
Node ID: 1395160, Name: Stalag IV-E
Node ID: 1688380, Name: Jabonkw Incident
Node ID: 1133840, Name: Harald von Hirschfeld
Node ID: 1132695, Name: Kurt Dittmar
Node ID: 1134061, Name: Ernst Haccius
Node ID: 1134430, Name: Alwin Wolz
Node ID: 1134134, Name: Felix Schwalbe
Node ID: 1133910, Name: Heinz-Georg Lemm
Node ID: 1159417, Name: Edmund Kiss
Node ID: 1134011, Name: Karl Lwrick
Node ID: 1257611, Name: Raymond Abellio
Node ID: 1677706, Name: Ren-mile Godfroy
Node ID: 1160448, Name: Arbeitertum
Node ID: 1160804, Name: Frederick Mayer (spy)
Node ID: 518005, Name: Toru Okabe
Node ID: 1133745, Name: Ruediger Pipkorn
Node ID: 1316375, Name: Ferdinand Zimmermann
Node ID: 1160557, Name: Heinrich Schwarz
Node ID: 1160233, Name: Max Koegel
Node ID: 1413541, Name: Gustave H. Franke
Node ID: 685799, Name: Hermann Oncken
Node ID: 1159318, Name: Austin App
Node ID: 131308, Name: French destroyer Bison
Node ID: 1133899, Name: Helmuth Frster
Node ID: 1134561, Name: 98th Infantry Division (Germany)
Node ID: 131136, Name: Italian World War II destroyers
Node ID: 1160326, Name: Walter Eisfeld
Node ID: 1133607, Name: Hubertus Hitschhold
Node ID: 166760, Name: Woldemar Brinkmann
Node ID: 561628, Name: Wilhelm Grebe
Node ID: 1133911, Name: Helmut Meitzel
Node ID: 1160475, Name: Reinhold Muchow
Node ID: 1654933, Name: Takeo It
Node ID: 1134310, Name: Paul Klatt
Node ID: 1133604, Name: Ernst Kupfer
Node ID: 1134696, Name: Paul-Albert Kausch
Node ID: 1134660, Name: Josef Bachmeier
Node ID: 1244248, Name: Doctor Ahrendt's Decision (film)
Node ID: 1244249, Name: The Escape In The Silent (film)
Node ID: 1133893, Name: 129th Infantry Division (Germany)
Node ID: 1132998, Name: Herbert Borchardt
Node ID: 771939, Name: Clemente Primieri
Node ID: 1132877, Name: 181st Infantry Division (Germany)
Node ID: 1160225, Name: Emil Sembach
Node ID: 1159864, Name: Hitler: Speeches and Proclamations
Node ID: 1160722, Name: Herbert Bhme
Node ID: 1138280, Name: Ilse Stbe
Node ID: 1134368, Name: Helmuth Hufenbach
Node ID: 1133891, Name: Hans Rttiger
Node ID: 14404, Name: SS John Harvey
Node ID: 1112353, Name: Hans Laternser
Node ID: 503662, Name: M. K. Puteiko
Node ID: 777368, Name: Battle of the Afsluitdijk
Node ID: 1134144, Name: Theodor Preu
Node ID: 1134853, Name: Giulio Martinat
Node ID: 1394500, Name: Reginald Laurence Scoones
Node ID: 1160456, Name: Anti-Komintern
Node ID: 1413544, Name: Battle of Kesternich
Node ID: 1160125, Name: Bruno Gesche
Node ID: 1472342, Name: W. G. E. Luddington
Node ID: 1133804, Name: Hermann Fischer
Node ID: 1133032, Name: Rudolf Bhmler
Node ID: 1134204, Name: Friedrich-Wilhelm Otte
Node ID: 620041, Name: Bolesaw Bronisaw Duch
Node ID: 1133803, Name: Eugen-Heinrich Bleyer
Node ID: 1160483, Name: Rolf Gnther
Node ID: 179469, Name: Theodor Korselt
Node ID: 1160941, Name: Nazitbbies
Node ID: 1134221, Name: Hugo Hfl
Node ID: 1159838, Name: Christian Weber (Nazi)
Node ID: 1160016, Name: Fritz Wiedemann
Node ID: 1160250, Name: Hermann Florstedt
Node ID: 1133806, Name: Albert Graf von der Goltz
Node ID: 1753167, Name: The Lost Evidence
Node ID: 922405, Name: Dnepr M-72
Node ID: 897892, Name: Francesco Fausto Nitti
Node ID: 1133142, Name: Bernhard Hamester
Node ID: 1250380, Name: Viktor Bortsov
Node ID: 179545, Name: Werner Nachmann
Node ID: 1510883, Name: Gabriele Adinolfi
Node ID: 458493, Name: Jean Denis (politician)
Node ID: 1134259, Name: Willibald Utz
Node ID: 1134206, Name: Gerhard Lindemann
Node ID: 1160227, Name: Arthur Rdl
Node ID: 1133752, Name: Harry Herrmann
Node ID: 1394862, Name: John Hawkesworth (British Army officer)
Node ID: 176921, Name: Bodo Thyssen
Node ID: 1160100, Name: Otto Frschner
Node ID: 1133025, Name: Ernst Bormann
Node ID: 800230, Name: National D-Day Memorial
Node ID: 517995, Name: Shigeru Katagiri
Node ID: 1134812, Name: Polotsk Offensive
Node ID: 1134324, Name: Werner Schulze
Node ID: 1160591, Name: Margot Dreschel
Node ID: 120028, Name: Japanese destroyer Ariake
Node ID: 1134166, Name: Willifrank Ochsner
Node ID: 178950, Name: Fritz Tarnow
Node ID: 813206, Name: Clash of Eagles
Node ID: 1133696, Name: Eduard Zorn
Node ID: 118407, Name: Thomas G. W. Settle
Node ID: 1137548, Name: M29 cluster bomb
Node ID: 1134270, Name: Gustav Hundt
Node ID: 1133817, Name: Egbert Picker
Node ID: 180778, Name: Hugo von Kathen
Node ID: 1133979, Name: Ernst-Wilhelm Hoffmann
Node ID: 466757, Name: Hans Leip
